PROGRAM_ID,CATEGORY_ID,KIND_ID,PRODUCTION_COUNTRY,PRODUCTION_YEAR
37368,1,141,Grande-Bretagne - Italie,1968
37394,1,63,Etats-Unis,2016
37432,9,130,France,0
37468,6,237,Etats-Unis - Canada,0
37514,9,55,,
37559,5,20,France,2017
37617,6,28,Japon,0
37656,8,49,Etats-Unis,0
37685,9,101,France,0
37694,2,83,Japon,2006
37707,5,49,Pays-Bas,
37726,8,8,France,0
37727,8,8,France,0
37736,1,116,Etats-Unis,2016
37872,3,125,,
37890,9,36,France,
37896,1,34,France,2003
37910,6,174,Etats-Unis,2016
37929,1,158,France,1978
37930,8,5,Suisse,0
37947,9,11,,2016
37951,1,131,France - Belgique,2015
38038,1,27,Etats-Unis,2016
38045,5,62,,
38050,6,175,Etats-Unis,2016
38054,1,16,France,2016
38070,6,173,France,2014
38080,6,174,Etats-Unis,2017
38126,6,175,Etats-Unis,2014
38134,6,174,France,2015
38148,1,149,France - Italie,1962
38186,1,158,France,2015
38197,1,14,France - Allemagne,2011
38229,4,110,France,
38234,2,16,France,
38257,6,180,Etats-Unis,2016
38270,1,18,France,2015
38283,7,93,France,
38314,1,141,France,2007
38663,8,123,France,
38714,4,48,France,
38740,1,1,Allemagne,2013
38760,1,131,France,2005
38786,1,138,Etats-Unis,1948
38791,1,131,France - Belgique,2012
38800,1,116,Etats-Unis,1991
38814,6,172,Grande-Bretagne,2018
38845,4,36,France,0
38847,8,119,,
38946,1,23,Etats-Unis - Italie,1949
38967,1,16,Grande-Bretagne,2016
38989,1,23,Etats-Unis,1969
38998,1,148,Etats-Unis,1989
39000,3,114,France,
39016,1,116,Etats-Unis - Canada,2016
39018,1,16,France,1942
39026,6,175,Etats-Unis,2009
39107,4,239,France,
39127,6,236,France - Japon,0
39149,9,112,,
39180,5,42,France,
39207,3,36,France,
39281,4,48,France,2018
39305,9,36,France,
39318,1,14,Etats-Unis - Grande-Bretagne - France,2008
39331,6,175,Japon,0
39384,2,16,Etats-Unis,2015
39391,8,67,,2020
39401,1,31,Canada,1997
39403,9,101,France,0
39405,8,4,France,0
39422,4,127,France,
39468,1,146,Etats-Unis,2017
39485,8,49,Grande-Bretagne,2017
39509,6,175,Canada,2014
39513,8,4,France,
39532,5,13,France,
39543,8,239,France,0
39586,5,37,,
39590,3,38,Etats-Unis,
39601,5,12,,2016
39618,8,123,,
39621,5,97,Etats-Unis,
39626,4,43,France,0
39685,1,116,Etats-Unis,2011
39689,9,113,,
39713,6,180,Etats-Unis,2016
39720,1,14,France,1953
39732,5,61,France,
39744,4,48,Etats-Unis,2010
39840,1,146,Grande-Bretagne,2013
39841,8,4,,0
39865,5,65,,0
39916,9,130,France,0
39928,8,8,France,0
39948,1,30,Grande-Bretagne - Etats-Unis,1959
39956,4,36,France,2020
39963,8,67,Allemagne,0
39984,8,130,France,
40107,1,18,France,2016
40111,1,16,Etats-Unis,1990
40156,9,11,,
40158,9,11,,2012
40197,6,180,Etats-Unis,1998
40287,8,5,Autriche,0
40299,8,136,Allemagne,
40380,1,142,Etats-Unis,2010
40415,8,49,Allemagne - Pays-Bas,
40464,2,22,Etats-Unis,2015
40466,4,43,France,
40481,8,94,France,0
40485,8,239,Grande-Bretagne,
40500,1,63,Canada,2016
40508,8,123,Grande-Bretagne,
40509,8,122,France,
40510,8,122,Grande-Bretagne,
40577,8,49,France,0
40590,8,4,France,
40601,5,65,Etats-Unis,
40640,1,138,Etats-Unis,1960
40676,8,123,France,
40705,5,239,,
40728,8,119,Canada,2012
40760,2,22,Etats-Unis,
40792,9,12,,2017
40804,1,14,Danemark,1987
40857,3,77,France,
40885,1,16,Grande-Bretagne - Allemagne - France,1982
40922,1,131,France,2015
40931,4,36,France,
40938,8,8,France,0
40942,1,23,Allemagne,2015
40996,6,180,Etats-Unis,2008
41017,6,174,Canada,2017
41131,1,16,Italie,1970
41156,6,180,Etats-Unis,2009
41207,3,81,,
41248,1,1,Etats-Unis,2014
41333,8,4,France,
41341,9,130,France,
41369,5,65,Etats-Unis,0
41431,2,31,France,2019
41460,8,4,Grande-Bretagne,
41480,3,125,,
41527,1,68,Grande-Bretagne - Australie - Etats-Unis,2003
41569,9,11,,2015
41572,1,33,Italie - France,2014
41582,8,5,France,0
41587,5,106,,
41674,3,81,,
41682,1,148,France,2014
41694,8,49,Canada,
41712,6,175,France,0
41727,8,67,Allemagne,
41802,1,149,Etats-Unis,1995
41825,8,4,France,0
41901,6,175,France,2001
41905,2,16,France,2002
42003,8,121,France,
42005,8,67,,
42016,5,13,France,
42045,1,149,Etats-Unis,2015
42048,6,176,Etats-Unis,2009
42071,1,131,France,1997
42082,8,119,Suisse,
42104,3,108,France,0
42111,8,49,Allemagne,
42128,9,112,,2015
42235,8,6,Italie,
42260,1,116,Canada,2016
42274,9,112,,2017
42281,1,18,France,2016
42324,8,123,,
42353,3,77,France,0
42394,6,174,Australie - Canada,2015
42402,1,63,Etats-Unis,2016
42450,1,31,Etats-Unis,2015
42479,6,182,Etats-Unis,2011
42488,1,1,Etats-Unis,1963
42520,5,42,France,
42542,4,19,France,0
42544,1,63,Etats-Unis,2011
42580,9,55,,2017
42583,1,23,Canada,2013
42587,5,65,France,
42608,1,1,Etats-Unis,2017
42616,9,101,,0
42626,9,101,,2011
42667,9,101,,0
42713,1,141,Grande-Bretagne,2009
42765,5,134,France,
42805,9,130,France,
42822,2,23,France,2017
42871,8,121,Grande-Bretagne,
42891,9,56,France,
42896,1,27,Grande-Bretagne - Etats-Unis,1995
42989,8,6,Grande-Bretagne,
43056,5,51,France,0
43065,8,8,,0
43105,8,136,Allemagne,
43189,2,22,France - Belgique,2017
43210,1,16,France,2005
43295,9,55,,2017
43385,8,67,France,
43514,8,119,France,
43515,1,146,France - Belgique,2012
43521,2,16,Suède - Grande-Bretagne,2016
43525,5,98,France,2018
43550,6,142,France,2009
43567,8,119,Grande-Bretagne,
43587,8,4,Etats-Unis - France,0
43606,1,83,Japon,1984
43607,8,137,France,
43608,8,136,France,
43642,5,20,France,
43643,5,20,France,
43645,8,123,France,0
43646,8,119,France,0
43648,8,123,Allemagne,
43652,6,174,France,2017
43659,3,132,,
43698,1,14,France,2015
43728,2,23,Etats-Unis,0
43738,6,172,France,2017
43742,8,123,Allemagne,
43751,9,101,France,0
43758,6,174,Etats-Unis,0
43764,5,13,France,
43788,1,14,Etats-Unis,1985
43790,8,204,Etats-Unis,0
43815,3,81,,
43818,8,4,France,
43823,5,111,Belgique,
43826,5,135,,
43830,8,8,France,0
43849,9,130,France,
43867,1,16,Etats-Unis,2015
43876,8,94,Autriche,0
43885,8,49,France,0
43901,4,46,France,
43909,6,175,Etats-Unis,0
43936,5,13,France,
43940,9,11,,
43994,5,20,France,2017
44001,4,46,France,
44009,4,36,France,
44028,8,4,France,
44151,9,101,France,
44168,5,5,,
44174,3,125,,
44194,1,149,France,2015
44196,5,49,Etats-Unis,0
44230,9,112,,1966
44237,5,153,,
44247,8,130,France,
44288,5,41,,2017
44316,6,176,France - Belgique - Canada,2015
44323,1,14,Etats-Unis,1987
44327,6,175,Etats-Unis,2016
44329,6,236,France,2017
44332,8,4,Nouvelle-Zélande,
44422,1,63,Canada,2017
44434,8,49,France,0
44472,9,112,,2011
44477,5,100,Etats-Unis,0
44483,9,113,France,
44528,1,29,Etats-Unis,2015
44537,4,48,France,2012
44612,8,51,France,
44614,9,113,,
44649,4,48,France,
44692,8,159,France,
44698,1,31,Etats-Unis - HongKong,1982
44712,6,176,Etats-Unis,2016
44735,1,63,France,2016
44758,1,23,Canada,2016
44780,8,6,Japon,
44813,8,123,Australie,0
44818,5,106,France,
44819,5,106,France,
44820,5,106,France,
44821,5,106,,
44823,5,106,,
44825,5,106,France,
44826,5,106,,
44827,5,62,,
44828,5,106,,
44908,4,128,Etats-Unis,0
44929,1,148,France,2017
44951,9,55,,2017
44957,9,101,Italie,2016
44973,8,121,France,
45001,5,61,,
45011,9,101,France,
45063,1,131,France,2016
45066,6,174,Japon,2016
45081,2,181,Argentine,2017
45110,8,136,Allemagne,
45121,1,1,Etats-Unis,1964
45159,8,137,France,
45273,5,12,,2017
45274,5,41,,0
45293,4,36,France,
45345,1,158,Italie - France,2015
45351,9,101,,
45358,8,8,Finlande,0
45415,8,5,France,0
45439,1,23,Thaïlande - France - Allemagne,2015
45449,8,94,,
45460,8,4,France,
45471,8,4,France,
45482,4,36,France,
45518,5,100,Etats-Unis,
45520,1,146,Etats-Unis,1991
45522,9,36,,
45528,8,119,Canada,0
45532,8,49,France,0
45534,1,18,France,
45549,6,172,France - Italie,0
45553,3,125,,
45593,1,63,Etats-Unis,2015
45649,8,22,Grande-Bretagne,
45691,1,18,France,2017
45700,8,49,France,
45717,9,101,France,
45721,6,176,Etats-Unis,2016
45722,8,8,Espagne,0
45731,8,137,France,
45738,8,136,Etats-Unis,
45746,8,129,Grande-Bretagne,
45788,1,146,Grande-Bretagne - Etats-Unis,2008
45935,1,6,Suisse,
45972,2,16,France,2017
45977,1,149,Allemagne,2015
45982,5,61,,
45989,8,119,France,
45993,1,14,Suède,1960
45994,8,121,France,0
46041,8,49,France,0
46059,6,175,Etats-Unis,2018
46062,8,137,France,
46116,4,36,Etats-Unis,0
46120,8,94,France,0
46221,5,240,,2017
46262,8,4,France,
46283,1,146,France - Belgique,2015
46299,8,4,Grande-Bretagne,
46408,9,137,France,
46415,1,14,France,2016
46473,8,119,France,0
46475,8,121,France,
46541,8,4,France,
46594,8,49,France,0
46615,8,137,France - Allemagne,2015
46660,5,61,France,
46691,8,121,France,
46714,6,36,France,
46754,8,119,France,
46761,8,94,France,2017
46824,8,119,Grande-Bretagne,
46829,1,180,Etats-Unis,2009
46854,8,123,France,
46867,8,123,France,
46869,8,65,France,
46873,8,49,France,0
46877,9,113,France,
46906,8,67,France,
46916,8,123,France,0
46926,1,5,France - Italie - Mexique,1967
46930,2,22,France,2017
46938,2,16,France,2017
47085,8,6,France,
47136,6,174,France,2015
47142,8,123,France,
47148,5,65,France,0
47153,1,15,Etats-Unis,2011
47184,8,49,France,
47187,2,182,Etats-Unis,0
47188,9,101,France,
47210,5,61,,
47223,8,129,Allemagne,
47228,9,101,,0
47287,8,67,France,2016
47308,5,61,,
47331,9,112,,2017
47362,8,129,Grande-Bretagne,
47363,2,23,Etats-Unis,2018
47376,9,12,,2017
47383,9,130,France,
47392,7,93,France,
47397,5,61,,
47416,8,94,France,
47418,2,22,Etats-Unis,1991
47451,1,16,France,2017
47479,1,23,France,1951
47495,6,236,France,0
47549,8,49,Grande-Bretagne,0
47553,2,16,Corée du Sud,
47578,6,173,France,2017
47612,8,137,France,
47643,6,173,France,2018
47666,8,6,Canada,0
47668,8,129,Grande-Bretagne,
47694,4,36,,0
47708,5,13,France,0
47760,5,106,,
47865,8,119,Grande-Bretagne,
47887,9,112,,2017
47898,9,20,France,
47899,8,119,Allemagne,
47934,5,41,,2010
47942,8,121,Canada,2012
47948,1,31,Etats-Unis,2016
47956,2,23,Etats-Unis,2018
47961,1,23,Etats-Unis,2017
47966,1,33,Etats-Unis,1999
48007,1,149,Etats-Unis,2017
48036,2,23,Etats-Unis,2018
48108,8,159,France,
48112,8,121,Canada,0
48153,5,127,,2019
48170,8,119,Australie,
48203,4,126,France,2019
48226,8,6,,0
48237,9,102,France,2020
48243,4,43,Etats-Unis,0
48249,8,129,Allemagne,2017
48277,9,12,,2018
48290,1,158,Etats-Unis,1971
48292,5,204,Etats-Unis,0
48339,1,63,Etats-Unis,2017
48351,8,94,Espagne,0
48355,1,149,France,2016
48365,1,149,Suède,1966
48394,1,131,France,1984
48430,1,29,Etats-Unis,1985
48463,5,20,,
48469,3,47,France,0
48490,8,8,France,0
48498,8,123,Allemagne,
48531,8,129,Grande-Bretagne - France - Etats-Unis,
48579,4,43,France,
48623,1,131,France,1974
48634,8,119,Australie,0
48685,8,4,France,
48686,1,23,Etats-Unis,2001
48688,9,112,France,2017
48718,1,146,Grande-Bretagne,2009
48867,8,4,Espagne,
48932,6,174,Canada,2016
48984,9,159,France,
48990,1,131,France - Belgique,2016
49011,5,106,France,
49019,1,33,France - Belgique,2016
49027,6,28,Japon,0
49048,2,26,Corée du Sud,
49080,1,131,France - Belgique,2016
49082,1,63,Espagne - France,2015
49096,1,116,Etats-Unis,2017
49098,1,30,Etats-Unis,2016
49119,5,61,France,
49139,5,98,France,
49179,1,18,France,2016
49239,8,137,Grande-Bretagne,0
49260,8,136,France,0
49279,3,5,,
49321,5,12,,2018
49362,8,204,Etats-Unis,0
49363,2,31,Etats-Unis,2018
49387,6,174,Etats-Unis,2017
49421,6,174,France,2014
49464,8,49,Etats-Unis,0
49494,1,16,France - Italie,1972
49521,5,20,France,2017
49545,1,63,Irlande,2011
49578,1,14,France - Espagne,1977
49583,8,61,Grande-Bretagne - Etats-Unis,2016
49613,1,158,France,2017
49615,8,8,France,0
49629,8,4,France,
49630,8,4,France,
49632,1,30,Etats-Unis,2015
49634,8,123,France,0
49637,2,22,Etats-Unis,2019
49678,8,130,Allemagne,
49689,1,14,France,2016
49707,9,113,France,
49738,5,65,Canada,0
49750,8,123,France,
49789,1,63,Etats-Unis,2007
49809,1,131,France,1973
49844,5,61,,2017
49855,8,6,Russie,0
49856,9,113,France,0
49904,1,23,Espagne,2016
49911,8,94,Etats-Unis,0
49916,8,119,Australie,
49924,8,126,Allemagne,
49941,1,149,France - Italie,1961
49946,9,102,France,2008
49948,9,36,,
49983,4,36,France,
49984,4,43,France,
50003,5,137,France,
50004,1,30,France,1966
50017,9,101,France,2018
50104,8,119,Allemagne - Brésil,
50124,4,36,France,
50147,6,173,Etats-Unis,2017
50158,8,239,France,0
50161,5,41,,2017
50183,6,175,Etats-Unis,2017
50192,8,123,France,
50196,1,23,Allemagne - Pays-Bas,2016
50199,1,63,Etats-Unis,1995
50214,1,16,France,2018
50225,9,112,,
50260,8,6,Grande-Bretagne,0
50291,1,116,Etats-Unis,2017
50296,4,36,France,0
50299,5,13,,
50313,3,5,,
50340,1,18,Grande-Bretagne,2018
50353,8,136,Etats-Unis,0
50380,1,31,France,1974
50399,9,113,France,
50406,8,136,France,
50409,6,174,Canada - Grande-Bretagne,2018
50426,8,4,Allemagne - Nouvelle-Zélande,
50432,5,13,France,
50466,5,42,France,
50486,8,51,France,
50495,1,131,France,1975
50546,8,5,Suisse,0
50558,5,12,,2012
50559,6,28,,2019
50597,1,30,Etats-Unis,1941
50603,6,175,France,2015
50622,6,174,Japon,2017
50628,8,6,France,
50656,4,239,,
50684,2,31,France,2018
50711,8,8,France,0
50769,9,113,France,2017
50786,9,112,,2017
50863,6,173,France,0
50866,9,107,,
50877,1,63,Etats-Unis,2017
50882,6,173,Etats-Unis,2017
50904,8,67,France,
50963,5,136,Etats-Unis,
50977,8,4,France,
50988,8,137,France,
51052,4,46,,
51121,4,46,France,
51193,9,130,France,
51242,8,49,France,
51261,1,23,Etats-Unis,2015
51268,6,175,Japon,2017
51282,8,65,France,
51346,1,68,Etats-Unis,1955
51402,1,150,Norvège,2015
51422,1,18,Iran,2017
51423,1,18,Iran,2013
51459,1,34,France,2016
51481,8,121,France,
51515,8,123,,
51517,8,119,Etats-Unis,0
51519,6,173,Etats-Unis,2018
51552,8,8,Etats-Unis,0
51585,8,130,Grande-Bretagne,
51601,7,102,,1964
51602,7,108,,2002
51603,7,112,,1967
51604,7,61,,2013
51605,7,42,,1990
51606,7,46,,2001
51607,7,22,,1979
51608,7,22,,1982
51609,7,22,,1997
51610,7,97,,1980
51611,7,49,,2020
51612,7,22,,1996
51613,7,6,,1960
51614,7,22,,1995
51615,7,46,,1974
51616,7,22,,1967
51617,7,6,,1960
51618,7,22,,1985
51619,7,22,,2010
51620,7,101,,1961
51621,7,22,,1981
51622,7,61,,1978
51623,7,107,,1949
51624,7,46,,1981
51625,7,46,,1975
51626,7,61,,1960
51627,7,6,,1964
51628,7,101,,1967
51629,7,49,,1957
51630,7,22,,1978
51631,7,101,,1971
51632,7,61,,1966
51633,7,137,,1994
51634,7,22,,1979
51635,7,46,,1980
51636,7,46,,1982
51637,7,22,,1979
51638,7,154,,2011
51639,7,154,,1986
51640,7,154,,1985
51641,7,46,,2008
51642,7,155,,2009
51643,7,102,,1978
51644,7,154,,2002
51645,7,46,,2001
51646,7,61,,1977
51647,7,154,,1986
51648,7,46,,1981
51649,7,121,,1945
51650,7,136,,1986
51651,7,121,,1945
51652,7,6,,2020
51653,7,121,,1954
51654,7,121,,1961
51655,7,136,,1989
51656,7,102,,1974
51657,7,137,,1954
51658,7,136,,2003
51659,7,130,,2020
51660,7,6,,1958
51661,7,130,,1979
51662,7,136,,1983
51663,7,137,,1986
51664,7,136,,1977
51665,7,137,,1964
51666,7,136,,1986
51667,7,137,,1949
51668,7,136,,2011
51669,7,137,,1950
51670,7,136,,1969
51671,7,137,,1977
51672,7,137,,1979
51673,7,46,,1981
51674,7,3,,1998
51675,7,125,,1968
51676,7,115,,1974
51677,7,93,,1961
51678,7,160,,2014
51679,7,137,,1975
51680,7,61,,1982
51681,7,46,,1989
51682,7,3,,2010
51683,7,137,,1945
51684,7,61,,1984
51685,7,46,,1981
51686,7,56,,1979
51687,7,61,,1968
51688,7,125,,1912
51689,7,22,,1983
51690,7,102,,1978
51691,7,48,,2008
51692,7,61,,1969
51693,7,49,,1999
51694,7,101,,1968
51695,7,61,,1969
51696,7,137,,1982
51697,7,101,,1971
51698,7,122,,1979
51699,7,106,,1998
51762,6,174,Japon,2017
51772,5,61,France,
51789,9,61,Arménie,
51812,1,148,France - Belgique,2016
51828,9,55,,2017
51872,1,18,France,2018
51887,6,158,France,2017
51930,8,49,,2013
52022,5,13,France,0
52066,8,94,France,2018
52102,9,101,Espagne,
52106,1,63,France - Suisse,2016
52117,8,49,France,0
52156,8,4,France,
52175,1,18,Italie,2017
52215,1,63,Etats-Unis,1982
52228,1,158,Etats-Unis,2006
52230,5,37,France,0
52234,1,29,Corée du Sud,2016
52258,1,142,Etats-Unis,2011
52272,8,94,Etats-Unis,
52290,8,5,Grande-Bretagne,
52291,8,49,Grande-Bretagne,2017
52295,4,46,France,0
52323,1,14,Turquie,2016
52365,8,123,France,
52430,8,126,Australie,
52470,5,112,,2018
52473,5,13,France,
52482,8,130,France,
52491,1,180,Etats-Unis,2005
52566,8,137,Australie,
52584,8,119,Grande-Bretagne,
52585,1,6,France,
52590,5,37,Canada,0
52592,1,16,France,1996
52601,9,112,,2018
52602,8,49,Autriche,0
52661,5,106,France,
52662,5,106,,
52690,5,135,,
52714,5,106,,0
52727,9,55,,2017
52825,1,1,Allemagne,2017
52830,1,63,France,2016
52861,1,131,France - Belgique,2016
52892,1,33,Etats-Unis,1983
52900,6,173,France,2018
52927,8,43,France,
52988,9,55,,
53006,8,65,Grande-Bretagne,
53087,1,27,France - Belgique,2017
53097,5,137,France,
53105,5,65,Etats-Unis,
53114,9,67,France,2017
53138,5,37,,
53171,1,30,France - Italie,1969
53297,5,65,France,
53316,8,8,France,0
53342,1,29,Grande-Bretagne,1965
53349,1,16,France,1992
53389,8,8,France,0
53439,9,130,France,
53441,5,65,Australie,2019
53442,7,93,,
53466,9,130,France,
53467,9,101,France,
53468,9,130,France,
53526,9,101,France,
53531,4,46,,2018
53600,1,18,France - Belgique,2016
53621,8,4,Autriche,
53623,6,176,France,2004
53667,6,142,France,2017
53730,1,149,France,2015
53744,8,8,France,0
53746,9,51,France,
53786,2,26,Corée du Sud,
56136,1,138,France,2018
56160,5,13,,
56161,5,13,,
56163,5,97,France,
56173,2,23,Corée du Sud,
56177,7,16,France,2019
56179,6,174,France,2016
56190,6,181,Argentine,0
56201,5,61,France,2019
56207,8,123,Grande-Bretagne,
56259,6,173,Etats-Unis,0
56282,5,153,,2019
56288,5,61,France,
56289,5,12,,
56300,8,77,France,0
56316,8,49,Etats-Unis,0
56324,5,123,France,
56327,6,180,France - Suisse,2016
56330,6,173,Canada - Etats-Unis,2018
56348,6,173,Etats-Unis - Danemark,2019
56353,8,67,France - Allemagne - Japon,
56358,9,12,,
56368,5,204,France,2019
56375,8,5,Grande-Bretagne,0
56378,8,49,France,0
56386,4,36,France,
56410,1,158,Etats-Unis - Allemagne,2018
56412,6,236,,
56440,3,78,France,
56447,9,113,Allemagne,
56458,1,63,Etats-Unis,2009
56473,5,65,Canada,0
56474,8,8,France,0
56477,1,18,France - Belgique,2018
56485,5,41,,2014
56487,1,63,Grande-Bretagne,1958
56501,6,174,Etats-Unis,0
56504,4,43,France,
56513,8,6,France,0
56516,9,36,France,
56520,1,16,France,2017
56555,9,101,France,
56571,1,116,France,2007
56582,8,4,Grande-Bretagne,0
56589,9,236,,
56590,5,61,,
56607,4,110,France,
56615,8,4,Colombie - Grande-Bretagne,
56627,8,49,France,2018
56638,4,20,France,
56642,4,48,,
56643,4,36,France,2016
56652,8,6,Belgique,
56671,2,6,Grande-Bretagne,2014
56682,5,137,France,
56746,5,65,Etats-Unis,
56761,9,130,France,0
56783,8,119,France - Allemagne,
56787,1,149,France,2018
56826,4,46,France,
56827,7,93,France,
56847,4,46,France,
56898,4,46,France,
56919,9,107,France,2018
56980,9,101,France,0
56988,9,112,,
57068,1,14,Etats-Unis - Grande-Bretagne - Grèce,1964
57078,4,46,France,2019
57081,5,13,France,
57082,5,13,France,
57095,9,101,France,0
57109,8,136,Etats-Unis - Philippines,
57111,8,122,Australie,
57119,8,137,France,2016
57150,9,36,France,
57159,5,13,France,
57160,5,13,France,
57197,5,20,,2019
57201,8,49,Etats-Unis,0
57225,4,46,France,0
57227,1,138,Autriche - France - Italie,1990
57240,9,51,France,
57257,5,100,France,
57265,9,130,Etats-Unis,
57278,9,113,France,
57287,9,113,France,
57303,5,98,France,2018
57316,1,116,Etats-Unis,2010
57348,4,48,Etats-Unis,2018
57371,8,5,Etats-Unis,0
57375,4,46,France,2019
57378,1,30,France,1980
57380,1,6,France,1972
57398,9,101,France,2017
57407,8,94,France,0
57441,4,36,,
57459,4,36,France,2012
57501,6,174,Etats-Unis,2017
57535,8,94,Russie,0
57565,8,137,Etats-Unis,0
57568,2,22,France,2018
57660,1,16,France,2017
57686,8,8,Etats-Unis,0
57696,5,98,Grande-Bretagne,0
57777,8,159,,
57780,4,20,France,0
57797,9,113,Allemagne,
57807,2,16,Grande-Bretagne,2009
57832,8,101,France,2018
57836,9,101,Etats-Unis,
57860,1,146,Etats-Unis - Allemagne - France,2016
57866,9,130,Etats-Unis,
57893,6,173,Etats-Unis,2016
57900,6,172,,2015
57905,1,146,Grande-Bretagne - Etats-Unis,2018
57928,9,61,France,0
57940,9,130,France,
57947,6,174,Danemark,2018
57981,9,101,France,0
57993,6,173,France,2018
58023,8,6,Singapour,
58032,9,101,France,1991
58038,8,123,France,
58123,1,33,Etats-Unis,2015
58176,6,174,France,2018
58186,6,176,Etats-Unis,2018
58200,6,180,Japon,2017
58308,5,22,,
58319,5,13,France,
58324,5,20,,
58371,5,51,,0
58410,8,6,France,
58429,5,119,France,
58430,4,36,France,2018
58434,9,101,France,0
58443,1,158,Grande-Bretagne - Etats-Unis,2015
58446,8,136,Etats-Unis,0
58454,8,119,Suisse,0
58457,6,174,Etats-Unis,2018
58462,8,49,Canada,
58489,3,47,,0
58506,6,180,Etats-Unis,1994
58537,8,108,Etats-Unis,2013
58558,5,65,Canada,0
58562,9,11,,2018
58572,8,49,France,
58587,2,22,France,2018
58664,8,49,France,0
58669,5,61,,0
58684,8,121,France,
58741,8,6,France,
58753,8,123,Grande-Bretagne,
58758,4,46,France,2019
58788,3,38,Australie,
58789,6,175,Etats-Unis,2017
58801,8,129,France - Grande-Bretagne,
58844,8,130,Etats-Unis - Allemagne,2016
58854,8,6,Australie,0
58863,2,22,France,2018
58867,5,22,Etats-Unis,0
58891,8,137,France,0
58906,8,6,Australie,
58921,4,48,Etats-Unis,2018
58964,8,119,,0
59055,8,137,France,0
59091,5,12,,2018
59098,1,131,France,1954
59104,2,23,Etats-Unis,2018
59175,8,119,France,
59180,9,56,,
59186,1,27,Danemark,2017
59199,8,49,France - Grande-Bretagne,
59216,8,137,France,
59275,8,119,Etats-Unis,2013
59292,8,49,Allemagne,0
59307,8,6,France,
59332,1,5,Canada,2017
59352,5,153,France,
59385,3,47,,0
59387,5,41,Suisse,2018
59407,6,180,Etats-Unis,1988
59408,3,36,Etats-Unis,0
59409,8,94,Etats-Unis,0
59434,8,126,Allemagne,
59466,9,36,,
59846,2,23,Grande-Bretagne,0
59924,8,4,Espagne,0
59931,6,181,Etats-Unis,0
60018,8,119,France,
60027,9,101,France,0
60032,8,123,France,
60149,8,123,France,
60262,8,49,France,
60267,5,22,,0
60451,1,29,Etats-Unis,2015
60468,7,61,,1980
60548,8,6,Grande-Bretagne,
60562,9,22,France,2018
60697,9,12,,2018
60708,9,61,,2018
60824,8,119,Grande-Bretagne,0
60840,8,94,Suisse,0
60974,1,148,Grande-Bretagne - Etats-Unis,2016
61009,8,4,Brésil,0
61120,1,27,Etats-Unis,2012
61250,9,36,France,
61268,8,126,Pays-Bas,
61745,1,146,Etats-Unis,2018
61850,8,49,Grande-Bretagne,0
61860,5,12,,2018
62013,6,173,Etats-Unis,0
62227,5,12,,2018
62234,1,148,Grande-Bretagne,2016
62238,8,49,Grande-Bretagne,
62239,6,174,Etats-Unis,2019
62566,8,6,,
62926,1,142,Etats-Unis - Grande-Bretagne,2012
62934,8,49,Grande-Bretagne,
64105,8,119,Etats-Unis,
64109,1,1,Grande-Bretagne - Etats-Unis,1977
64122,3,38,Etats-Unis,0
64138,1,176,Etats-Unis,2010
64344,5,98,France,
64634,2,156,France,2018
64796,6,175,Russie,2017
64804,8,94,Grande-Bretagne,0
65526,8,94,France,
66025,2,156,France,2016
66257,6,180,Etats-Unis,2007
66626,9,55,,2017
66695,8,94,,
67002,3,78,France,
67004,4,36,France,
67005,8,5,France,2018
67007,8,6,Grande-Bretagne,
67009,8,123,Allemagne,
67012,4,36,France,
67393,8,137,France,
67403,9,11,,2014
67411,1,5,France,2017
67414,8,67,France,
67808,8,123,Grande-Bretagne,
68189,4,110,France,2019
68359,1,131,France,2018
68594,1,63,Etats-Unis,2018
69016,1,23,Grande-Bretagne,1966
69371,8,6,Etats-Unis,
69381,6,174,France,2018
69754,8,119,Grande-Bretagne,
69768,8,123,France,
71364,8,4,France,
71369,8,119,Allemagne,
71776,3,81,Grande-Bretagne,
71778,8,49,Allemagne,
72175,8,6,France,2017
72203,5,43,France,
72813,5,106,,
72850,2,22,France,2019
73361,1,116,Etats-Unis,2018
73364,2,16,France,2013
73365,1,18,France,2017
75545,1,29,France - Belgique,2016
75551,9,101,France,
76578,8,49,France,
76589,8,122,France,
78650,1,149,Australie,1975
79190,3,78,,2020
79194,3,78,,2020
80694,5,65,,0
81003,5,137,France,
81469,4,36,,
81745,1,158,Grande-Bretagne,2016
82726,1,18,France - Belgique,2018
82781,9,12,,2018
83786,9,12,,2018
84821,9,12,,2019
85825,9,130,France,0
86853,8,137,France,
86861,1,63,Etats-Unis,2014
86868,8,4,France,
87582,1,130,Etats-Unis,2017
88247,1,14,France - Belgique,2017
88887,1,15,Etats-Unis,1954
88888,8,49,France,2017
88896,2,23,Etats-Unis,0
89351,2,22,France,2019
89595,3,78,,2020
90432,5,106,,
90934,8,119,Belgique,
91267,2,27,France,2019
91335,2,22,Corée du Sud,0
91775,1,116,Etats-Unis,2015
91781,4,46,France,2019
91782,8,119,Canada,0
91787,6,174,Etats-Unis,0
92633,8,236,France,
93500,8,49,France,0
95775,4,36,Israël,
95777,4,43,,
95778,4,19,Israël,
95779,9,36,Israël,
95781,7,43,Israël,
95783,4,128,Israël,
95788,4,36,,
95791,4,43,Israël,
95792,4,43,Israël,
95793,4,43,Israël,
95794,4,43,Israël,
95795,4,43,Israël,
